epoch,l1_loss,g_loss,cgan_loss,d_loss
0 , 0.3380046784877777, 37.07865905761719,3.2781896591186523,0.13057410717010498 
1 , 0.36350566148757935, 38.435035705566406,2.08447003364563,0.28068503737449646 
2 , 0.3669282793998718, 39.78294372558594,3.0901153087615967,0.07980409264564514 
3 , 0.3209157884120941, 33.35262680053711,1.2610465288162231,0.615412712097168 
4 , 0.35037192702293396, 36.53247833251953,1.495286226272583,0.3820214867591858 
5 , 0.3328244686126709, 34.416236877441406,1.1337871551513672,0.7014804482460022 
6 , 0.3561531901359558, 37.69807052612305,2.082752227783203,0.15084220468997955 
7 , 0.3237519860267639, 34.91592025756836,2.5407233238220215,0.289055734872818 
8 , 0.3278846740722656, 34.34773635864258,1.5592684745788574,0.537309467792511 
9 , 0.3447834849357605, 36.7115592956543,2.2332098484039307,0.37629154324531555 
10 , 0.30251067876815796, 31.17475128173828,0.923682689666748,0.3191525936126709 
11 , 0.3291044533252716, 34.896480560302734,1.9860343933105469,0.2537629008293152 
12 , 0.3454512357711792, 36.74713134765625,2.202005624771118,0.2468041181564331 
13 , 0.3498443365097046, 36.828147888183594,1.8437161445617676,0.4262121915817261 
14 , 0.38408517837524414, 41.25759506225586,2.8490777015686035,0.17192041873931885 
15 , 0.38808155059814453, 41.431697845458984,2.623542070388794,0.17736485600471497 
16 , 0.3393767774105072, 34.936378479003906,0.9987010359764099,0.2957627773284912 
17 , 0.3562917113304138, 37.30350112915039,1.6743327379226685,0.3586878776550293 
18 , 0.325742244720459, 33.978179931640625,1.403953194618225,0.22307607531547546 
19 , 0.3575371205806732, 36.804847717285156,1.051134705543518,0.42476361989974976 
20 , 0.3225730359554291, 34.69525146484375,2.4379453659057617,0.12303563952445984 
21 , 0.32820838689804077, 34.94926071166992,2.1284232139587402,0.36215856671333313 
22 , 0.3413534164428711, 34.47601318359375,0.3406701683998108,0.7779965996742249 
23 , 0.31865194439888, 33.22171401977539,1.3565207719802856,0.2820877730846405 
